"","circRNA","miRNAs"
"561","hsa_circ_0031632","hsa-miR-99b"
"562","hsa_circ_0019170","hsa-miR-1183"
"563","hsa_circ_0019170","hsa-miR-1272"
"564","hsa_circ_0019170","hsa-miR-1283"
"565","hsa_circ_0019170","hsa-miR-1305"
"566","hsa_circ_0019170","hsa-miR-139-5p"
"567","hsa_circ_0019170","hsa-miR-147b"
"568","hsa_circ_0019170","hsa-miR-182"
"569","hsa_circ_0019170","hsa-miR-210"
"570","hsa_circ_0019170","hsa-miR-338-3p"
"571","hsa_circ_0019170","hsa-miR-433"
"572","hsa_circ_0019170","hsa-miR-485-3p"
"573","hsa_circ_0019170","hsa-miR-487a"
"574","hsa_circ_0019170","hsa-miR-502-5p"
"575","hsa_circ_0019170","hsa-miR-578"
"576","hsa_circ_0019170","hsa-miR-581"
"577","hsa_circ_0019170","hsa-miR-587"
"578","hsa_circ_0019170","hsa-miR-644"
"579","hsa_circ_0019170","hsa-miR-659"
"580","hsa_circ_0019170","hsa-miR-933"
"581","hsa_circ_0005835","hsa-miR-1299"
"582","hsa_circ_0005835","hsa-miR-188-3p"
"583","hsa_circ_0005835","hsa-miR-516b"
"584","hsa_circ_0005835","hsa-miR-576-3p"
"585","hsa_circ_0005835","hsa-miR-624"
"586","hsa_circ_0005835","hsa-miR-7"
"587","hsa_circ_0005835","hsa-miR-887"
"588","hsa_circ_0006810","hsa-miR-1203"
"589","hsa_circ_0006810","hsa-miR-1243"
"590","hsa_circ_0006810","hsa-miR-1270"
"591","hsa_circ_0006810","hsa-miR-1299"
"592","hsa_circ_0006810","hsa-miR-149"
"593","hsa_circ_0006810","hsa-miR-330-3p"
"594","hsa_circ_0006810","hsa-miR-370"
"595","hsa_circ_0006810","hsa-miR-451"
"596","hsa_circ_0006810","hsa-miR-487a"
"597","hsa_circ_0006810","hsa-miR-503"
"598","hsa_circ_0006810","hsa-miR-548p"
"599","hsa_circ_0006810","hsa-miR-561"
"600","hsa_circ_0006810","hsa-miR-567"
"601","hsa_circ_0006810","hsa-miR-579"
"602","hsa_circ_0006810","hsa-miR-595"
"603","hsa_circ_0006810","hsa-miR-620"
"604","hsa_circ_0006810","hsa-miR-646"
"605","hsa_circ_0006810","hsa-miR-653"
"606","hsa_circ_0007207","hsa-miR-1231"
"607","hsa_circ_0007207","hsa-miR-1243"
"608","hsa_circ_0007207","hsa-miR-1245"
"609","hsa_circ_0007207","hsa-miR-1252"
"610","hsa_circ_0007207","hsa-miR-127-5p"
"611","hsa_circ_0007207","hsa-miR-1303"
"612","hsa_circ_0007207","hsa-miR-136"
"613","hsa_circ_0007207","hsa-miR-142-5p"
"614","hsa_circ_0007207","hsa-miR-184"
"615","hsa_circ_0007207","hsa-miR-375"
"616","hsa_circ_0007207","hsa-miR-494"
"617","hsa_circ_0007207","hsa-miR-503"
"618","hsa_circ_0007207","hsa-miR-543"
"619","hsa_circ_0007207","hsa-miR-545"
"620","hsa_circ_0007207","hsa-miR-548p"
"621","hsa_circ_0007207","hsa-miR-558"
"622","hsa_circ_0007207","hsa-miR-571"
"623","hsa_circ_0007207","hsa-miR-580"
"624","hsa_circ_0007207","hsa-miR-581"
"625","hsa_circ_0007207","hsa-miR-583"
"626","hsa_circ_0007207","hsa-miR-625"
"627","hsa_circ_0007207","hsa-miR-630"
"628","hsa_circ_0007207","hsa-miR-633"
"629","hsa_circ_0007207","hsa-miR-643"
"630","hsa_circ_0007207","hsa-miR-644"
"631","hsa_circ_0007207","hsa-miR-646"
"632","hsa_circ_0007207","hsa-miR-653"
"633","hsa_circ_0007207","hsa-miR-921"
"634","hsa_circ_0018168","hsa-miR-100"
"635","hsa_circ_0018168","hsa-miR-1298"
"636","hsa_circ_0018168","hsa-miR-139-5p"
"637","hsa_circ_0018168","hsa-miR-323-3p"
"638","hsa_circ_0018168","hsa-miR-330-3p"
"639","hsa_circ_0018168","hsa-miR-361-3p"
"640","hsa_circ_0018168","hsa-miR-370"
"641","hsa_circ_0018168","hsa-miR-516a-5p"
"642","hsa_circ_0018168","hsa-miR-526b"
"643","hsa_circ_0018168","hsa-miR-635"
"644","hsa_circ_0018168","hsa-miR-934"
"645","hsa_circ_0018168","hsa-miR-938"
"646","hsa_circ_0018168","hsa-miR-99a"
"647","hsa_circ_0018168","hsa-miR-99b"
"648","hsa_circ_0004922","hsa-miR-1178"
"649","hsa_circ_0004922","hsa-miR-1184"
"650","hsa_circ_0004922","hsa-miR-1200"
"651","hsa_circ_0004922","hsa-miR-1205"
"652","hsa_circ_0004922","hsa-miR-1231"
"653","hsa_circ_0004922","hsa-miR-1244"
"654","hsa_circ_0004922","hsa-miR-1261"
"655","hsa_circ_0004922","hsa-miR-1305"
"656","hsa_circ_0004922","hsa-miR-326"
"657","hsa_circ_0004922","hsa-miR-330-5p"
"658","hsa_circ_0004922","hsa-miR-384"
"659","hsa_circ_0004922","hsa-miR-421"
"660","hsa_circ_0004922","hsa-miR-431"
"661","hsa_circ_0004922","hsa-miR-496"
"662","hsa_circ_0004922","hsa-miR-510"
"663","hsa_circ_0004922","hsa-miR-516b"
"664","hsa_circ_0004922","hsa-miR-526b"
"665","hsa_circ_0004922","hsa-miR-545"
"666","hsa_circ_0004922","hsa-miR-548p"
"667","hsa_circ_0004922","hsa-miR-571"
"668","hsa_circ_0004922","hsa-miR-579"
"669","hsa_circ_0004922","hsa-miR-604"
"670","hsa_circ_0004922","hsa-miR-607"
"671","hsa_circ_0004922","hsa-miR-623"
"672","hsa_circ_0004922","hsa-miR-626"
"673","hsa_circ_0004922","hsa-miR-628-3p"
"674","hsa_circ_0004922","hsa-miR-637"
"675","hsa_circ_0004922","hsa-miR-647"
"676","hsa_circ_0004922","hsa-miR-657"
"677","hsa_circ_0004922","hsa-miR-887"
"678","hsa_circ_0004922","hsa-miR-942"
"679","hsa_circ_0005870","hsa-miR-1299"
"680","hsa_circ_0005870","hsa-miR-145"
"681","hsa_circ_0005870","hsa-miR-146b-3p"
"682","hsa_circ_0005870","hsa-miR-331-3p"
"683","hsa_circ_0005870","hsa-miR-346"
"684","hsa_circ_0005870","hsa-miR-516a-5p"
"685","hsa_circ_0005870","hsa-miR-516b"
"686","hsa_circ_0005870","hsa-miR-556-5p"
"687","hsa_circ_0005870","hsa-miR-558"
"688","hsa_circ_0005870","hsa-miR-604"
"689","hsa_circ_0005870","hsa-miR-623"
"690","hsa_circ_0005870","hsa-miR-626"
"691","hsa_circ_0005870","hsa-miR-647"
"692","hsa_circ_0005870","hsa-miR-659"
"693","hsa_circ_0005870","hsa-miR-874"
"694","hsa_circ_0005870","hsa-miR-891b"
"695","hsa_circ_0005870","hsa-miR-924"
"696","hsa_circ_0085459","hsa-miR-1200"
"697","hsa_circ_0085459","hsa-miR-1245"
"698","hsa_circ_0085459","hsa-miR-1264"
"699","hsa_circ_0085459","hsa-miR-1298"
"700","hsa_circ_0085459","hsa-miR-182"
"701","hsa_circ_0085459","hsa-miR-183"
"702","hsa_circ_0085459","hsa-miR-194"
"703","hsa_circ_0085459","hsa-miR-223"
"704","hsa_circ_0085459","hsa-miR-326"
"705","hsa_circ_0085459","hsa-miR-330-5p"
"706","hsa_circ_0085459","hsa-miR-421"
"707","hsa_circ_0085459","hsa-miR-488"
"708","hsa_circ_0085459","hsa-miR-508-3p"
"709","hsa_circ_0085459","hsa-miR-513a-5p"
"710","hsa_circ_0085459","hsa-miR-520g"
"711","hsa_circ_0085459","hsa-miR-520h"
"712","hsa_circ_0085459","hsa-miR-543"
"713","hsa_circ_0085459","hsa-miR-554"
"714","hsa_circ_0085459","hsa-miR-556-3p"
"715","hsa_circ_0085459","hsa-miR-558"
"716","hsa_circ_0085459","hsa-miR-578"
"717","hsa_circ_0085459","hsa-miR-581"
"718","hsa_circ_0085459","hsa-miR-626"
"719","hsa_circ_0085459","hsa-miR-630"
"720","hsa_circ_0085459","hsa-miR-665"
"721","hsa_circ_0085459","hsa-miR-766"
"722","hsa_circ_0085459","hsa-miR-767-3p"
"723","hsa_circ_0085459","hsa-miR-873"
"724","hsa_circ_0085459","hsa-miR-876-3p"
"725","hsa_circ_0085459","hsa-miR-940"
"726","hsa_circ_0085459","hsa-miR-944"
"727","hsa_circ_0007773","hsa-miR-1183"
"728","hsa_circ_0007773","hsa-miR-1256"
"729","hsa_circ_0007773","hsa-miR-1289"
"730","hsa_circ_0007773","hsa-miR-1298"
"731","hsa_circ_0007773","hsa-miR-149"
"732","hsa_circ_0007773","hsa-miR-182"
"733","hsa_circ_0007773","hsa-miR-203"
"734","hsa_circ_0007773","hsa-miR-326"
"735","hsa_circ_0007773","hsa-miR-330-5p"
"736","hsa_circ_0007773","hsa-miR-361-3p"
"737","hsa_circ_0007773","hsa-miR-370"
"738","hsa_circ_0007773","hsa-miR-421"
"739","hsa_circ_0007773","hsa-miR-494"
"740","hsa_circ_0007773","hsa-miR-513a-3p"
"741","hsa_circ_0007773","hsa-miR-516a-5p"
"742","hsa_circ_0007773","hsa-miR-587"
"743","hsa_circ_0007773","hsa-miR-593"
"744","hsa_circ_0007773","hsa-miR-637"
"745","hsa_circ_0007773","hsa-miR-647"
"746","hsa_circ_0007773","hsa-miR-935"
"747","hsa_circ_0007773","hsa-miR-936"
"748","hsa_circ_0007528","hsa-miR-1243"
"749","hsa_circ_0007528","hsa-miR-145"
"750","hsa_circ_0007528","hsa-miR-31"
"751","hsa_circ_0007528","hsa-miR-330-3p"
"752","hsa_circ_0007528","hsa-miR-485-3p"
"753","hsa_circ_0007528","hsa-miR-518a-5p"
"754","hsa_circ_0007528","hsa-miR-527"
"755","hsa_circ_0007528","hsa-miR-545"
"756","hsa_circ_0007528","hsa-miR-569"
"757","hsa_circ_0007528","hsa-miR-570"
"758","hsa_circ_0007528","hsa-miR-578"
"759","hsa_circ_0007528","hsa-miR-626"
"760","hsa_circ_0007528","hsa-miR-633"
"761","hsa_circ_0007528","hsa-miR-636"
"762","hsa_circ_0007528","hsa-miR-654-3p"
"763","hsa_circ_0007528","hsa-miR-668"
"764","hsa_circ_0007528","hsa-miR-936"
"765","hsa_circ_0001599","hsa-miR-1238"
"766","hsa_circ_0001599","hsa-miR-1282"
"767","hsa_circ_0001599","hsa-miR-1290"
"768","hsa_circ_0001599","hsa-miR-203"
"769","hsa_circ_0001599","hsa-miR-331-3p"
"770","hsa_circ_0001599","hsa-miR-507"
"771","hsa_circ_0001599","hsa-miR-515-5p"
"772","hsa_circ_0001599","hsa-miR-545"
"773","hsa_circ_0001599","hsa-miR-557"
"774","hsa_circ_0001599","hsa-miR-562"
"775","hsa_circ_0001599","hsa-miR-579"
"776","hsa_circ_0001599","hsa-miR-586"
"777","hsa_circ_0001599","hsa-miR-587"
"778","hsa_circ_0001599","hsa-miR-605"
"779","hsa_circ_0001599","hsa-miR-607"
"780","hsa_circ_0001599","hsa-miR-615-3p"
"781","hsa_circ_0001599","hsa-miR-616"
"782","hsa_circ_0001599","hsa-miR-659"
"783","hsa_circ_0001599","hsa-miR-767-3p"
"784","hsa_circ_0001599","hsa-miR-889"
"785","hsa_circ_0001599","hsa-miR-936"
"786","hsa_circ_0005728","hsa-miR-1287"
"787","hsa_circ_0005728","hsa-miR-203"
"788","hsa_circ_0005728","hsa-miR-370"
"789","hsa_circ_0005728","hsa-miR-492"
"790","hsa_circ_0005728","hsa-miR-515-5p"
"791","hsa_circ_0005728","hsa-miR-520f"
"792","hsa_circ_0005728","hsa-miR-569"
"793","hsa_circ_0005728","hsa-miR-578"
"794","hsa_circ_0005728","hsa-miR-579"
"795","hsa_circ_0005728","hsa-miR-616"
"796","hsa_circ_0005728","hsa-miR-876-3p"
"797","hsa_circ_0005728","hsa-miR-885-5p"
"798","hsa_circ_0005728","hsa-miR-889"
"799","hsa_circ_0002872","hsa-miR-1179"
"800","hsa_circ_0002872","hsa-miR-1184"
"801","hsa_circ_0002872","hsa-miR-1205"
"802","hsa_circ_0002872","hsa-miR-1278"
"803","hsa_circ_0002872","hsa-miR-1286"
"804","hsa_circ_0002872","hsa-miR-1299"
"805","hsa_circ_0002872","hsa-miR-145"
"806","hsa_circ_0002872","hsa-miR-338-3p"
"807","hsa_circ_0002872","hsa-miR-346"
"808","hsa_circ_0002872","hsa-miR-432"
"809","hsa_circ_0002872","hsa-miR-503"
"810","hsa_circ_0002872","hsa-miR-516b"
"811","hsa_circ_0002872","hsa-miR-545"
"812","hsa_circ_0002872","hsa-miR-604"
"813","hsa_circ_0002872","hsa-miR-626"
"814","hsa_circ_0002872","hsa-miR-646"
"815","hsa_circ_0002872","hsa-miR-654-3p"
"816","hsa_circ_0002872","hsa-miR-659"
"817","hsa_circ_0002872","hsa-miR-663b"
"818","hsa_circ_0002872","hsa-miR-766"
"819","hsa_circ_0002872","hsa-miR-885-3p"
"820","hsa_circ_0002872","hsa-miR-885-5p"
"821","hsa_circ_0002872","hsa-miR-890"
"822","hsa_circ_0002872","hsa-miR-892a"
"823","hsa_circ_0007127","hsa-miR-1208"
"824","hsa_circ_0007127","hsa-miR-1238"
"825","hsa_circ_0007127","hsa-miR-1252"
"826","hsa_circ_0007127","hsa-miR-127-5p"
"827","hsa_circ_0007127","hsa-miR-1283"
"828","hsa_circ_0007127","hsa-miR-1305"
"829","hsa_circ_0007127","hsa-miR-183"
"830","hsa_circ_0007127","hsa-miR-187"
"831","hsa_circ_0007127","hsa-miR-326"
"832","hsa_circ_0007127","hsa-miR-330-5p"
"833","hsa_circ_0007127","hsa-miR-331-3p"
"834","hsa_circ_0007127","hsa-miR-338-3p"
"835","hsa_circ_0007127","hsa-miR-421"
"836","hsa_circ_0007127","hsa-miR-494"
"837","hsa_circ_0007127","hsa-miR-513a-5p"
"838","hsa_circ_0007127","hsa-miR-526b"
"839","hsa_circ_0007127","hsa-miR-545"
"840","hsa_circ_0007127","hsa-miR-567"
"841","hsa_circ_0007127","hsa-miR-572"
"842","hsa_circ_0007127","hsa-miR-578"
"843","hsa_circ_0007127","hsa-miR-637"
"844","hsa_circ_0007127","hsa-miR-668"
"845","hsa_circ_0007127","hsa-miR-766"
"846","hsa_circ_0007127","hsa-miR-891b"
"847","hsa_circ_0007127","hsa-miR-892b"
"848","hsa_circ_0005600","hsa-miR-1184"
"849","hsa_circ_0005600","hsa-miR-1205"
"850","hsa_circ_0005600","hsa-miR-1257"
"851","hsa_circ_0005600","hsa-miR-1264"
"852","hsa_circ_0005600","hsa-miR-182"
"853","hsa_circ_0005600","hsa-miR-188-3p"
"854","hsa_circ_0005600","hsa-miR-197"
"855","hsa_circ_0005600","hsa-miR-326"
"856","hsa_circ_0005600","hsa-miR-330-5p"
"857","hsa_circ_0005600","hsa-miR-433"
"858","hsa_circ_0005600","hsa-miR-486-3p"
"859","hsa_circ_0005600","hsa-miR-532-3p"
"860","hsa_circ_0005600","hsa-miR-548b-3p"
"861","hsa_circ_0005600","hsa-miR-574-5p"
"862","hsa_circ_0005600","hsa-miR-609"
"863","hsa_circ_0005600","hsa-miR-637"
"864","hsa_circ_0005600","hsa-miR-644"
"865","hsa_circ_0005600","hsa-miR-661"
"866","hsa_circ_0005600","hsa-miR-7"
"867","hsa_circ_0005600","hsa-miR-885-3p"
"868","hsa_circ_0004264","hsa-miR-1252"
"869","hsa_circ_0004264","hsa-miR-1264"
"870","hsa_circ_0004264","hsa-miR-1283"
"871","hsa_circ_0004264","hsa-miR-1305"
"872","hsa_circ_0004264","hsa-miR-183"
"873","hsa_circ_0004264","hsa-miR-223"
"874","hsa_circ_0004264","hsa-miR-330-3p"
"875","hsa_circ_0004264","hsa-miR-411"
"876","hsa_circ_0004264","hsa-miR-498"
"877","hsa_circ_0004264","hsa-miR-510"
"878","hsa_circ_0004264","hsa-miR-512-5p"
"879","hsa_circ_0004264","hsa-miR-518a-5p"
"880","hsa_circ_0004264","hsa-miR-527"
"881","hsa_circ_0004264","hsa-miR-561"
"882","hsa_circ_0004264","hsa-miR-586"
"883","hsa_circ_0004264","hsa-miR-587"
"884","hsa_circ_0004264","hsa-miR-630"
"885","hsa_circ_0004264","hsa-miR-647"
"886","hsa_circ_0004264","hsa-miR-653"
"887","hsa_circ_0004264","hsa-miR-767-5p"
"888","hsa_circ_0004264","hsa-miR-876-3p"
"889","hsa_circ_0001073","hsa-miR-1179"
"890","hsa_circ_0001073","hsa-miR-1200"
"891","hsa_circ_0001073","hsa-miR-1243"
"892","hsa_circ_0001073","hsa-miR-1265"
"893","hsa_circ_0001073","hsa-miR-1279"
"894","hsa_circ_0001073","hsa-miR-1290"
"895","hsa_circ_0001073","hsa-miR-186"
"896","hsa_circ_0001073","hsa-miR-421"
"897","hsa_circ_0001073","hsa-miR-548p"
"898","hsa_circ_0001073","hsa-miR-571"
"899","hsa_circ_0001073","hsa-miR-581"
"900","hsa_circ_0001073","hsa-miR-582-3p"
"901","hsa_circ_0001073","hsa-miR-626"
"902","hsa_circ_0001073","hsa-miR-659"
"903","hsa_circ_0001073","hsa-miR-874"
"904","hsa_circ_0001235","hsa-miR-1184"
"905","hsa_circ_0001235","hsa-miR-1205"
"906","hsa_circ_0001235","hsa-miR-1264"
"907","hsa_circ_0001235","hsa-miR-1270"
"908","hsa_circ_0001235","hsa-miR-1304"
"909","hsa_circ_0001235","hsa-miR-182"
"910","hsa_circ_0001235","hsa-miR-31"
"911","hsa_circ_0001235","hsa-miR-331-3p"
"912","hsa_circ_0001235","hsa-miR-512-5p"
"913","hsa_circ_0001235","hsa-miR-520g"
"914","hsa_circ_0001235","hsa-miR-520h"
"915","hsa_circ_0001235","hsa-miR-593"
"916","hsa_circ_0001235","hsa-miR-604"
"917","hsa_circ_0001235","hsa-miR-620"
"918","hsa_circ_0001235","hsa-miR-645"
"919","hsa_circ_0001235","hsa-miR-647"
"920","hsa_circ_0001235","hsa-miR-892a"
"921","hsa_circ_0001235","hsa-miR-924"
"922","hsa_circ_0001235","hsa-miR-942"
"923","hsa_circ_0000816","hsa-miR-1224-3p"
"924","hsa_circ_0000816","hsa-miR-1231"
"925","hsa_circ_0000816","hsa-miR-1236"
"926","hsa_circ_0000816","hsa-miR-127-5p"
"927","hsa_circ_0000816","hsa-miR-1281"
"928","hsa_circ_0000816","hsa-miR-1299"
"929","hsa_circ_0000816","hsa-miR-370"
"930","hsa_circ_0000816","hsa-miR-409-3p"
"931","hsa_circ_0000816","hsa-miR-486-3p"
"932","hsa_circ_0000816","hsa-miR-571"
"933","hsa_circ_0000816","hsa-miR-576-3p"
"934","hsa_circ_0000816","hsa-miR-579"
"935","hsa_circ_0000816","hsa-miR-625"
"936","hsa_circ_0000816","hsa-miR-626"
"937","hsa_circ_0000816","hsa-miR-644"
"938","hsa_circ_0000816","hsa-miR-942"
"939","hsa_circ_0000607","hsa-miR-1206"
"940","hsa_circ_0000607","hsa-miR-1231"
"941","hsa_circ_0000607","hsa-miR-1248"
"942","hsa_circ_0000607","hsa-miR-1278"
"943","hsa_circ_0000607","hsa-miR-1289"
"944","hsa_circ_0000607","hsa-miR-145"
"945","hsa_circ_0000607","hsa-miR-151-3p"
"946","hsa_circ_0000607","hsa-miR-153"
"947","hsa_circ_0000607","hsa-miR-1825"
"948","hsa_circ_0000607","hsa-miR-223"
"949","hsa_circ_0000607","hsa-miR-326"
"950","hsa_circ_0000607","hsa-miR-330-5p"
"951","hsa_circ_0000607","hsa-miR-337-3p"
"952","hsa_circ_0000607","hsa-miR-346"
"953","hsa_circ_0000607","hsa-miR-384"
"954","hsa_circ_0000607","hsa-miR-487a"
"955","hsa_circ_0000607","hsa-miR-507"
"956","hsa_circ_0000607","hsa-miR-524-3p"
"957","hsa_circ_0000607","hsa-miR-525-3p"
"958","hsa_circ_0000607","hsa-miR-526b"
"959","hsa_circ_0000607","hsa-miR-557"
"960","hsa_circ_0000607","hsa-miR-568"
"961","hsa_circ_0000607","hsa-miR-579"
"962","hsa_circ_0000607","hsa-miR-585"
"963","hsa_circ_0000607","hsa-miR-586"
"964","hsa_circ_0000607","hsa-miR-618"
"965","hsa_circ_0000607","hsa-miR-623"
"966","hsa_circ_0000607","hsa-miR-636"
"967","hsa_circ_0000607","hsa-miR-640"
"968","hsa_circ_0000607","hsa-miR-643"
"969","hsa_circ_0000607","hsa-miR-647"
"970","hsa_circ_0000607","hsa-miR-875-5p"
"971","hsa_circ_0000607","hsa-miR-889"
"972","hsa_circ_0000607","hsa-miR-892a"
"973","hsa_circ_0002212","hsa-miR-1180"
"974","hsa_circ_0002212","hsa-miR-1206"
"975","hsa_circ_0002212","hsa-miR-1248"
"976","hsa_circ_0002212","hsa-miR-1256"
"977","hsa_circ_0002212","hsa-miR-1272"
"978","hsa_circ_0002212","hsa-miR-127-5p"
"979","hsa_circ_0002212","hsa-miR-1286"
"980","hsa_circ_0002212","hsa-miR-1324"
"981","hsa_circ_0002212","hsa-miR-182"
"982","hsa_circ_0002212","hsa-miR-183"
"983","hsa_circ_0002212","hsa-miR-198"
"984","hsa_circ_0002212","hsa-miR-21"
"985","hsa_circ_0002212","hsa-miR-324-5p"
"986","hsa_circ_0002212","hsa-miR-375"
"987","hsa_circ_0002212","hsa-miR-433"
"988","hsa_circ_0002212","hsa-miR-515-5p"
"989","hsa_circ_0002212","hsa-miR-520g"
"990","hsa_circ_0002212","hsa-miR-520h"
"991","hsa_circ_0002212","hsa-miR-556-5p"
"992","hsa_circ_0002212","hsa-miR-569"
"993","hsa_circ_0002212","hsa-miR-578"
"994","hsa_circ_0002212","hsa-miR-590-5p"
"995","hsa_circ_0002212","hsa-miR-598"
"996","hsa_circ_0002212","hsa-miR-624"
"997","hsa_circ_0002212","hsa-miR-626"
"998","hsa_circ_0002212","hsa-miR-660"
"999","hsa_circ_0002212","hsa-miR-661"
"1000","hsa_circ_0002212","hsa-miR-875-5p"
"1001","hsa_circ_0002212","hsa-miR-942"
"1002","hsa_circ_0001861","hsa-miR-1184"
"1003","hsa_circ_0001861","hsa-miR-1228"
"1004","hsa_circ_0001861","hsa-miR-1238"
"1005","hsa_circ_0001861","hsa-miR-1251"
"1006","hsa_circ_0001861","hsa-miR-1827"
"1007","hsa_circ_0001861","hsa-miR-296-5p"
"1008","hsa_circ_0001861","hsa-miR-526b"
"1009","hsa_circ_0001861","hsa-miR-562"
"1010","hsa_circ_0001861","hsa-miR-637"
"1011","hsa_circ_0001861","hsa-miR-662"
"1012","hsa_circ_0001861","hsa-miR-665"
"1013","hsa_circ_0072547","hsa-miR-1248"
"1014","hsa_circ_0072547","hsa-miR-1253"
"1015","hsa_circ_0072547","hsa-miR-1256"
"1016","hsa_circ_0072547","hsa-miR-1264"
"1017","hsa_circ_0072547","hsa-miR-1305"
"1018","hsa_circ_0072547","hsa-miR-1827"
"1019","hsa_circ_0072547","hsa-miR-187"
"1020","hsa_circ_0072547","hsa-miR-223"
"1021","hsa_circ_0072547","hsa-miR-338-3p"
"1022","hsa_circ_0072547","hsa-miR-384"
"1023","hsa_circ_0072547","hsa-miR-421"
"1024","hsa_circ_0072547","hsa-miR-432"
"1025","hsa_circ_0072547","hsa-miR-488"
"1026","hsa_circ_0072547","hsa-miR-526b"
"1027","hsa_circ_0072547","hsa-miR-556-3p"
"1028","hsa_circ_0072547","hsa-miR-561"
"1029","hsa_circ_0072547","hsa-miR-578"
"1030","hsa_circ_0072547","hsa-miR-579"
"1031","hsa_circ_0072547","hsa-miR-582-3p"
"1032","hsa_circ_0072547","hsa-miR-587"
"1033","hsa_circ_0072547","hsa-miR-593"
"1034","hsa_circ_0072547","hsa-miR-607"
"1035","hsa_circ_0072547","hsa-miR-634"
"1036","hsa_circ_0072547","hsa-miR-651"
"1037","hsa_circ_0072547","hsa-miR-657"
"1038","hsa_circ_0072547","hsa-miR-659"
"1039","hsa_circ_0072547","hsa-miR-890"
"1040","hsa_circ_0072547","hsa-miR-892b"
"1041","hsa_circ_0072547","hsa-miR-933"
"1042","hsa_circ_0072547","hsa-miR-942"
"1043","hsa_circ_0006773","hsa-miR-1205"
"1044","hsa_circ_0006773","hsa-miR-1225-3p"
"1045","hsa_circ_0006773","hsa-miR-1233"
"1046","hsa_circ_0006773","hsa-miR-1248"
"1047","hsa_circ_0006773","hsa-miR-127-5p"
"1048","hsa_circ_0006773","hsa-miR-1286"
"1049","hsa_circ_0006773","hsa-miR-1287"
"1050","hsa_circ_0006773","hsa-miR-1289"
"1051","hsa_circ_0006773","hsa-miR-192"
"1052","hsa_circ_0006773","hsa-miR-215"
"1053","hsa_circ_0006773","hsa-miR-433"
"1054","hsa_circ_0006773","hsa-miR-520f"
"1055","hsa_circ_0006773","hsa-miR-545"
"1056","hsa_circ_0006773","hsa-miR-570"
"1057","hsa_circ_0006773","hsa-miR-924"
"1058","hsa_circ_0004999","hsa-miR-1228"
"1059","hsa_circ_0004999","hsa-miR-1244"
"1060","hsa_circ_0004999","hsa-miR-1248"
"1061","hsa_circ_0004999","hsa-miR-1270"
"1062","hsa_circ_0004999","hsa-miR-1298"
"1063","hsa_circ_0004999","hsa-miR-197"
"1064","hsa_circ_0004999","hsa-miR-377"
"1065","hsa_circ_0004999","hsa-miR-433"
"1066","hsa_circ_0004999","hsa-miR-507"
"1067","hsa_circ_0004999","hsa-miR-543"
"1068","hsa_circ_0004999","hsa-miR-548m"
"1069","hsa_circ_0004999","hsa-miR-557"
"1070","hsa_circ_0004999","hsa-miR-579"
"1071","hsa_circ_0004999","hsa-miR-587"
"1072","hsa_circ_0004999","hsa-miR-620"
"1073","hsa_circ_0004999","hsa-miR-621"
"1074","hsa_circ_0004999","hsa-miR-630"
"1075","hsa_circ_0004999","hsa-miR-643"
"1076","hsa_circ_0004999","hsa-miR-885-3p"
"1077","hsa_circ_0089195","hsa-miR-1184"
"1078","hsa_circ_0089195","hsa-miR-1225-5p"
"1079","hsa_circ_0089195","hsa-miR-1247"
"1080","hsa_circ_0089195","hsa-miR-1270"
"1081","hsa_circ_0089195","hsa-miR-1307"
"1082","hsa_circ_0089195","hsa-miR-187"
"1083","hsa_circ_0089195","hsa-miR-203"
"1084","hsa_circ_0089195","hsa-miR-370"
"1085","hsa_circ_0089195","hsa-miR-431"
"1086","hsa_circ_0089195","hsa-miR-498"
"1087","hsa_circ_0089195","hsa-miR-502-5p"
"1088","hsa_circ_0089195","hsa-miR-587"
"1089","hsa_circ_0089195","hsa-miR-604"
"1090","hsa_circ_0089195","hsa-miR-615-5p"
"1091","hsa_circ_0089195","hsa-miR-620"
"1092","hsa_circ_0089195","hsa-miR-628-3p"
"1093","hsa_circ_0089195","hsa-miR-630"
"1094","hsa_circ_0089195","hsa-miR-657"
"1095","hsa_circ_0089195","hsa-miR-874"
"1096","hsa_circ_0089195","hsa-miR-885-3p"
"1097","hsa_circ_0089195","hsa-miR-891b"
"1098","hsa_circ_0089195","hsa-miR-892a"
"1099","hsa_circ_0089195","hsa-miR-892b"
"1100","hsa_circ_0089195","hsa-miR-934"
"1101","hsa_circ_0089195","hsa-miR-938"
"1102","hsa_circ_0089195","hsa-miR-941"
"1103","hsa_circ_0000257","hsa-miR-1184"
"1104","hsa_circ_0000257","hsa-miR-1208"
"1105","hsa_circ_0000257","hsa-miR-1243"
"1106","hsa_circ_0000257","hsa-miR-1248"
"1107","hsa_circ_0000257","hsa-miR-1256"
"1108","hsa_circ_0000257","hsa-miR-1287"
"1109","hsa_circ_0000257","hsa-miR-1299"
"1110","hsa_circ_0000257","hsa-miR-1827"
"1111","hsa_circ_0000257","hsa-miR-326"
"1112","hsa_circ_0000257","hsa-miR-330-5p"
"1113","hsa_circ_0000257","hsa-miR-370"
"1114","hsa_circ_0000257","hsa-miR-513a-5p"
"1115","hsa_circ_0000257","hsa-miR-516b"
"1116","hsa_circ_0000257","hsa-miR-576-3p"
"1117","hsa_circ_0000257","hsa-miR-604"
"1118","hsa_circ_0000257","hsa-miR-626"
